,agency_name,agency_type_name,county_name,division_name,latitude,longitude,nibrs,nibrs_start_date,ori,region_desc,region_name,state_abbr,state_name
TX0900200,Pampa Police Department,City,GRAY,West South Central,35.402542,-100.812374,True,12/01/2016,TX0900200,Region III,South,TX,Texas
TX1840100,Weatherford Police Department,City,PARKER,West South Central,32.750786,-97.78597,False,,TX1840100,Region III,South,TX,Texas
TX1400300,Littlefield Police Department,City,LAMB,West South Central,34.068861,-102.348018,True,01/01/2017,TX1400300,Region III,South,TX,Texas
TX1016100,Houston Baptist University,University or College,HARRIS,West South Central,29.698105,-95.51525,False,,TX1016100,Region III,South,TX,Texas
TX2461700,Leander Police Department,City,TRAVIS; WILLIAMSON,West South Central,30.64903,-97.605069,False,,TX2461700,Region III,South,TX,Texas
TX2202000,Mansfield Police Department,City,ELLIS; JOHNSON; TARRANT,West South Central,32.55416,-97.110794,False,,TX2202000,Region III,South,TX,Texas
TX1460400,Liberty Police Department,City,LIBERTY,West South Central,30.162189,-94.822682,False,,TX1460400,Region III,South,TX,Texas
TX1790000,Ochiltree County Sheriff's Office,County,OCHILTREE,West South Central,36.278744,-100.815864,False,,TX1790000,Region III,South,TX,Texas
TX0910000,Grayson County Sheriff's Office,County,GRAYSON,West South Central,33.635303,-96.61016,False,,TX0910000,Region III,South,TX,Texas
TX0040200,Rockport Police Department,City,ARANSAS,West South Central,28.025465,-97.054306,False,,TX0040200,Region III,South,TX,Texas
TX0470200,De Leon Police Department,City,COMANCHE,West South Central,32.10894,-98.53686,False,,TX0470200,Region III,South,TX,Texas
TX1360000,Kinney County Sheriff's Office,County,KINNEY,West South Central,29.347086,-100.4177,False,,TX1360000,Region III,South,TX,Texas
TX1083500,Palmhurst Police Department,City,HIDALGO,West South Central,26.257223,-98.27801,False,,TX1083500,Region III,South,TX,Texas
TX221119E,Abilene Christian University,University or College,TAYLOR,West South Central,,,False,,TX221119E,Region III,South,TX,Texas
TX1410100,Lampasas Police Department,City,LAMPASAS,West South Central,31.196731,-98.240889,True,09/01/2016,TX1410100,Region III,South,TX,Texas
TX0310400,La Feria Police Department,City,CAMERON,West South Central,26.158632,-97.823715,False,,TX0310400,Region III,South,TX,Texas
TX0203500,Independent School District: Columbia-Brazoria,Other,BRAZORIA,West South Central,29.13771,-95.6515,False,,TX0203500,Region III,South,TX,Texas
TX1880600,Amarillo International Airport,Other,POTTER,West South Central,35.21533,-101.70396,False,,TX1880600,Region III,South,TX,Texas
TX2120500,Whitehouse Police Department,City,SMITH,West South Central,32.375106,-95.268743,True,12/01/2016,TX2120500,Region III,South,TX,Texas
TX0480000,Concho County Sheriff's Office,County,CONCHO,West South Central,31.318865,-99.863648,False,,TX0480000,Region III,South,TX,Texas
TX0890400,Waelder Police Department,City,GONZALES,West South Central,29.468704,-97.477738,False,,TX0890400,Region III,South,TX,Texas
TX0030400,Lufkin Police Department,City,ANGELINA,West South Central,31.251951,-94.611056,False,,TX0030400,Region III,South,TX,Texas
TXDPD0000,Dallas Police Department,City,ROCKWALL; DENTON; COLLIN; DALLAS,West South Central,32.76778,-96.7956,True,03/01/2018,TXDPD0000,Region III,South,TX,Texas
TX2290100,Woodville Police Department,City,TYLER,West South Central,30.769295,-94.375656,False,,TX2290100,Region III,South,TX,Texas
TX1870800,Onalaska Police Department,City,POLK,West South Central,30.784553,-94.837338,False,08/01/2018,TX1870800,Region III,South,TX,Texas
TX0611100,University of North Texas: Denton,University or College,DENTON,West South Central,33.205746,-97.15079,False,,TX0611100,Region III,South,TX,Texas
TX1610000,Matagorda County Sheriff's Office,County,MATAGORDA,West South Central,28.980654,-95.966286,False,,TX1610000,Region III,South,TX,Texas
TX1080000,Hidalgo County Sheriff's Office,County,HIDALGO,West South Central,26.396384,-98.18099,False,,TX1080000,Region III,South,TX,Texas
TX1740400,Stephen F. Austin State University,University or College,NACOGDOCHES,West South Central,31.622995,-94.64977,False,,TX1740400,Region III,South,TX,Texas
TX2140100,La Grulla Police Department,City,STARR,West South Central,26.546335,-98.715803,False,05/01/2018,TX2140100,Region III,South,TX,Texas
TX0630000,Dickens County Sheriff's Office,County,DICKENS,West South Central,33.614666,-100.786095,False,,TX0630000,Region III,South,TX,Texas
TX2490000,Wise County Sheriff's Office,County,WISE,West South Central,33.23077,-97.6118,True,05/01/2017,TX2490000,Region III,South,TX,Texas
TX0760000,Fisher County Sheriff's Office,County,FISHER,West South Central,32.740473,-100.40312,False,,TX0760000,Region III,South,TX,Texas
TX2270500,University of Texas: Austin,University or College,TRAVIS,West South Central,30.239513,-97.69127,False,,TX2270500,Region III,South,TX,Texas
TX0200000,Brazoria County Sheriff's Office,County,BRAZORIA,West South Central,29.248562,-95.4305,False,,TX0200000,Region III,South,TX,Texas
TX2060000,San Saba County Sheriff's Office,County,SAN SABA,West South Central,31.195728,-98.714645,False,,TX2060000,Region III,South,TX,Texas
TX0330000,Carson County Sheriff's Office,County,CARSON,West South Central,35.405496,-101.355356,False,,TX0330000,Region III,South,TX,Texas
TX0780000,Foard County Sheriff's Office,County,FOARD,West South Central,33.963306,-99.816828,True,01/01/2016,TX0780000,Region III,South,TX,Texas
TX0350000,Castro County Sheriff's Office,County,CASTRO,West South Central,34.55095,-102.31234,False,08/01/2018,TX0350000,Region III,South,TX,Texas
TX1110300,Tolar Police Department,City,HOOD,West South Central,32.430149,-97.831677,False,,TX1110300,Region III,South,TX,Texas
TX0841200,Texas A&M University: Galveston,University or College,GALVESTON,West South Central,29.228364,-94.895428,False,,TX0841200,Region III,South,TX,Texas
TX1750400,Kerens Police Department,City,NAVARRO,West South Central,32.04845,-96.476908,False,,TX1750400,Region III,South,TX,Texas
TX0190400,New Boston Police Department,City,BOWIE,West South Central,33.45871,-94.41443,False,,TX0190400,Region III,South,TX,Texas
TX0130100,Beeville Police Department,City,BEE,West South Central,28.416077,-97.742586,False,,TX0130100,Region III,South,TX,Texas
TX0312800,Independent School District:,Other,CAMERON,West South Central,26.102923,-97.478958,False,,TX0312800,Region III,South,TX,Texas
TX0990100,Chillicothe Police Department,City,HARDEMAN,West South Central,34.289904,-99.745697,False,,TX0990100,Region III,South,TX,Texas
TX0560100,Dalhart Police Department,City,HARTLEY; DALLAM,West South Central,36.28637,-102.59402,False,,TX0560100,Region III,South,TX,Texas
TX2050400,Sinton Police Department,City,SAN PATRICIO,West South Central,28.037804,-97.508995,False,,TX2050400,Region III,South,TX,Texas
TX0820100,Pearsall Police Department,City,FRIO,West South Central,28.89319,-99.09486,False,06/01/2018,TX0820100,Region III,South,TX,Texas
TX1014100,Hedwig Village Police Department,City,HARRIS,West South Central,29.782753,-95.509995,False,01/01/2018,TX1014100,Region III,South,TX,Texas
TX0340200,Hughes Springs Police Department,City,MORRIS; CASS,West South Central,33.083698,-94.357579,False,,TX0340200,Region III,South,TX,Texas
TX1980100,Bremond Police Department,City,ROBERTSON,West South Central,31.025481,-96.514941,False,,TX1980100,Region III,South,TX,Texas
TX1490000,Live Oak County Sheriff's Office,County,LIVE OAK,West South Central,28.351535,-98.126961,False,,TX1490000,Region III,South,TX,Texas
TX1550100,Bellmead Police Department,City,MCLENNAN,West South Central,31.589613,-97.10078,True,01/01/2017,TX1550100,Region III,South,TX,Texas
TX0912200,Southmayd Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,False,,TX0912200,Region III,South,TX,Texas
TX0610000,Denton County Sheriff's Office,County,DENTON,West South Central,33.21497,-97.111916,False,,TX0610000,Region III,South,TX,Texas
TX1530500,O'Donnell Police Department,City,DAWSON; LYNN,West South Central,33.178412,-101.818493,False,,TX1530500,Region III,South,TX,Texas
TX1081100,Pharr Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,False,,TX1081100,Region III,South,TX,Texas
TX1060000,Hemphill County Sheriff's Office,County,HEMPHILL,West South Central,35.816237,-100.284807,False,,TX1060000,Region III,South,TX,Texas
TX0574500,Brookhaven College,University or College,DALLAS,West South Central,32.925343,-96.851425,False,,TX0574500,Region III,South,TX,Texas
TX0201100,Richwood Police Department,City,BRAZORIA,West South Central,29.05606,-95.41062,False,,TX0201100,Region III,South,TX,Texas
TXDIT0000,Ysleta del Sur Pueblo Tribal,Tribal,,West South Central,,,False,,TXDIT0000,Region III,South,TX,Texas
TX2400100,Laredo Police Department,City,WEBB,West South Central,27.536282,-99.47004,False,,TX2400100,Region III,South,TX,Texas
TX0842300,College of the Mainland,University or College,GALVESTON,West South Central,29.228364,-94.895428,False,,TX0842300,Region III,South,TX,Texas
TX0271200,Cottonwood Shores Police Department,City,BURNET,West South Central,30.549873,-98.32243,False,12/01/1997,TX0271200,Region III,South,TX,Texas
TX1701000,Magnolia Police Department,City,MONTGOMERY,West South Central,30.215246,-95.74462,False,,TX1701000,Region III,South,TX,Texas
TX2460800,Southwestern University,University or College,WILLIAMSON,West South Central,30.64903,-97.605069,False,,TX2460800,Region III,South,TX,Texas
TX1770000,Nolan County Sheriff's Office,County,NOLAN,West South Central,32.470993,-100.40895,False,,TX1770000,Region III,South,TX,Texas
TX1340000,Kimble County Sheriff's Office,County,KIMBLE,West South Central,30.479472,-99.746396,False,,TX1340000,Region III,South,TX,Texas
TX2203300,University of Texas: Arlington,University or College,TARRANT,West South Central,32.77204,-97.291291,False,,TX2203300,Region III,South,TX,Texas
TX1270100,Anson Police Department,City,JONES,West South Central,32.754837,-99.89682,False,,TX1270100,Region III,South,TX,Texas
TX1120100,Cumby Police Department,City,HOPKINS,West South Central,33.148959,-95.565194,False,,TX1120100,Region III,South,TX,Texas
TX1017600,St. Thomas University,University or College,HARRIS,West South Central,29.73873,-95.39119,False,,TX1017600,Region III,South,TX,Texas
TX1551200,Waco Police Department,City,MCLENNAN,West South Central,31.549493,-97.201472,False,02/01/2018,TX1551200,Region III,South,TX,Texas
TX0141000,Morgans Point Resort Police Department,City,BELL,West South Central,31.128645,-97.46874,False,,TX0141000,Region III,South,TX,Texas
TX1082200,Palmview Police Department,City,HIDALGO,West South Central,26.235779,-98.36717,False,,TX1082200,Region III,South,TX,Texas
TX0810300,Wortham Police Department,City,FREESTONE,West South Central,31.70126,-96.144487,False,07/01/2018,TX0810300,Region III,South,TX,Texas
TX0280100,Lockhart Police Department,City,CALDWELL,West South Central,29.840062,-97.630394,False,01/01/2018,TX0280100,Region III,South,TX,Texas
TX0571000,Farmers Branch Police Department,City,DALLAS,West South Central,32.924255,-96.85554,False,,TX0571000,Region III,South,TX,Texas
TX1260300,Cleburne Police Department,City,JOHNSON,West South Central,32.379784,-97.364952,True,01/01/1999,TX1260300,Region III,South,TX,Texas
TX0613500,Northeast Police Department,City,DENTON,West South Central,33.205005,-97.119046,False,,TX0613500,Region III,South,TX,Texas
TX0070000,Atascosa County Sheriff's Office,County,ATASCOSA,West South Central,28.917286,-98.54416,False,,TX0070000,Region III,South,TX,Texas
TX1690300,St. Jo Police Department,City,MONTAGUE,West South Central,33.678356,-97.725014,False,,TX1690300,Region III,South,TX,Texas
TX1072200,Log Cabin,City,HENDERSON,West South Central,,,False,,TX1072200,Region III,South,TX,Texas
TX1890600,Presidio Police Department,City,PRESIDIO,West South Central,30.005891,-104.261619,False,,TX1890600,Region III,South,TX,Texas
TX0050200,Holliday Police Department,City,ARCHER,West South Central,33.616305,-98.687267,False,,TX0050200,Region III,South,TX,Texas
TX1620000,Maverick County Sheriff's Office,County,MAVERICK,West South Central,28.745217,-100.311368,False,,TX1620000,Region III,South,TX,Texas
TX0270100,Burnet Police Department,City,BURNET,West South Central,30.78963,-98.201187,True,01/01/2017,TX0270100,Region III,South,TX,Texas
TX0900000,Gray County Sheriff's Office,County,GRAY,West South Central,35.536472,-100.96332,False,,TX0900000,Region III,South,TX,Texas
TX0310600,Port Isabel Police Department,City,CAMERON,West South Central,26.074123,-97.2094,False,02/01/2018,TX0310600,Region III,South,TX,Texas
TX1830100,Carthage Police Department,City,PANOLA,West South Central,32.163978,-94.305156,False,,TX1830100,Region III,South,TX,Texas
TX0153000,Helotes Police Department,City,BEXAR,West South Central,29.448671,-98.520147,False,,TX0153000,Region III,South,TX,Texas
TX2350000,Victoria County Sheriff's Office,County,VICTORIA,West South Central,28.79637,-96.971198,True,01/01/2012,TX2350000,Region III,South,TX,Texas
TXHPD0000,Houston Police Department,City,MONTGOMERY; FORT BEND; HARRIS,West South Central,29.75597,-95.36702,False,06/01/2018,TXHPD0000,Region III,South,TX,Texas
TX2202200,Richland Hills Police Department,City,TARRANT,West South Central,32.77204,-97.291291,False,,TX2202200,Region III,South,TX,Texas
TX0490000,Cooke County Sheriff's Office,County,COOKE,West South Central,33.639169,-97.210372,False,,TX0490000,Region III,South,TX,Texas
TX0060000,Armstrong County Sheriff's Office,County,ARMSTRONG,West South Central,34.964179,-101.356636,False,,TX0060000,Region III,South,TX,Texas
TX2141000,Independent School District: Rio Grande City,Other,STARR,West South Central,26.546335,-98.715803,False,,TX2141000,Region III,South,TX,Texas
TX2120300,Troup Police Department,City,CHEROKEE; SMITH,West South Central,32.375106,-95.268743,False,,TX2120300,Region III,South,TX,Texas
TX0740600,Leonard Police Department,City,FANNIN,West South Central,33.591161,-96.104988,False,,TX0740600,Region III,South,TX,Texas
TX0572100,Sachse Police Department,City,COLLIN; DALLAS,West South Central,32.973286,-96.58616,True,03/01/2006,TX0572100,Region III,South,TX,Texas
TX2340200,Edgewood Police Department,City,VAN ZANDT,West South Central,32.558948,-95.836391,False,,TX2340200,Region III,South,TX,Texas
TX2273800,Independent School District: Pflugerville,Other,TRAVIS,West South Central,30.452166,-97.607925,True,09/01/2017,TX2273800,Region III,South,TX,Texas
TX0203300,Independent School District: Angleton,Other,BRAZORIA,West South Central,29.167817,-95.434647,False,,TX0203300,Region III,South,TX,Texas
TX0110300,Smithville Police Department,City,BASTROP,West South Central,30.009336,-97.159164,False,,TX0110300,Region III,South,TX,Texas
TX2280100,Trinity Police Department,City,TRINITY,West South Central,31.087483,-95.153291,False,,TX2280100,Region III,South,TX,Texas
TX0540300,Ralls Police Department,City,CROSBY,West South Central,33.609144,-101.29871,False,,TX0540300,Region III,South,TX,Texas
TX1900000,Rains County Sheriff's Office,County,RAINS,West South Central,32.87058,-95.79544,False,,TX1900000,Region III,South,TX,Texas
TX0620000,Dewitt County Sheriff's Office,County,DEWITT,West South Central,29.092402,-97.28901,True,07/01/2012,TX0620000,Region III,South,TX,Texas
TX2070000,Schleicher County Sheriff's Office,County,SCHLEICHER,West South Central,30.896233,-100.527216,False,,TX2070000,Region III,South,TX,Texas
TX2201100,Forest Hill Police Department,City,TARRANT,West South Central,32.77204,-97.291291,False,,TX2201100,Region III,South,TX,Texas
TX1810500,West Orange Police Department,City,ORANGE,West South Central,30.084656,-93.761215,False,,TX1810500,Region III,South,TX,Texas
TX1610200,Palacios Police Department,City,MATAGORDA,West South Central,28.783341,-95.997755,False,08/01/2018,TX1610200,Region III,South,TX,Texas
TX0770000,Floyd County Sheriff's Office,County,FLOYD,West South Central,34.07373,-101.303274,False,,TX0770000,Region III,South,TX,Texas
TX2270300,Rollingwood Police Department,City,TRAVIS,West South Central,30.276714,-97.78768,False,,TX2270300,Region III,South,TX,Texas
TX0120100,Seymour Police Department,City,BAYLOR,West South Central,33.618921,-99.207848,True,12/01/2016,TX0120100,Region III,South,TX,Texas
TX2490200,Decatur Police Department,City,WISE,West South Central,33.222622,-97.58777,True,01/01/2016,TX2490200,Region III,South,TX,Texas
TX0611300,Little Elm Police Department,City,DENTON,West South Central,33.205005,-97.119046,False,,TX0611300,Region III,South,TX,Texas
