agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
20144,VA0330000,VA0330000,Franklin County Sheriff's Office,Franklin,2,County,,,,,51,VA,2946,Franklin,51067,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,51440,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,12,10,,,,2016,73,21,24151,36.99235,-79.883959
20107,VA0220000,VA0220000,Clarke County Sheriff's Office,Clarke,2,County,,,,,51,VA,2928,Clarke,51043,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,10154,9C,"MSA counties from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,15,12,22611,39.115864,-77.991226
20388,VA0960600,VA0960600,Wise Police Department,Wise,1,City,,,11148,Wise,51,VA,3034,Wise,51195,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,3118,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,12,1,24293,36.974561,-82.62156
20460,VA1220000,VA1220000,Richmond Police Department,Richmond,1,City,,,11114,Richmond,51,VA,3008,Richmond City,51760,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,220802,2,"Cities from 100,000 thru 249,000",M,N,Y,12,12,10,,,,2016,680,122,23220,37.531399,-77.476009
20088,VA0150000,VA0150000,Buckingham County Sheriff's Office,Buckingham,2,County,,,,,51,VA,2918,Buckingham,51029,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,16820,9C,"MSA counties from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,19,7,23921,37.573928,-78.529169
20362,VA091SP00,VA091SP00,State Police: Sussex County,State Police: Sussex County,4,State Police,,,,,51,VA,3025,Sussex,51183,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,7,,,,2016,1,0,23890,36.926645,-77.259732
20181,VA0430100,VA0430100,Henrico County Police Department,Henrico County Police Department,2,County,,,,,51,VA,2961,Henrico,51087,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,324755,9A,"MSA counties 100,000 or over",L,Y,N,12,12,10,,,,2016,639,168,23273,37.43752,-77.300333
20211,VA0530000,VA0530000,Loudoun County Sheriff's Office,Loudoun,2,County,,,,,51,VA,2973,Loudoun,51107,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,313715,9A,"MSA counties 100,000 or over",L,Y,N,12,12,10,,,,2016,531,111,20175,39.08113,-77.638857
20395,VA097SP00,VA097SP00,State Police: Wythe County,State Police: Wythe County,4,State Police,,,,,51,VA,3035,Wythe,51197,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,1,0,24382,36.901471,-81.084209
20314,VA0810200,VA0810200,Lexington Police Department,Lexington,1,City,,,11076,Lexington,51,VA,2972,Lexington City,51678,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,7356,6,"Cities from 2,500 thru 9,999",M,N,N,12,12,10,,,,2016,17,2,24450,37.782332,-79.44432
20361,VA0910400,VA0910400,Waverly Police Department,Waverly,1,City,,,11140,Waverly,51,VA,3025,Sussex,51183,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1981,,2016,2013,2016,2064,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,6,5,23890,36.926645,-77.259732
20389,VA0960700,VA0960700,University of Virginia's College at Wise,University of Virginia's College at Wise,3,University or College,,836,,,51,VA,3034,Wise,51195,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1992,,2016,2013,2016,0,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,9,1,24293,36.974561,-82.62156
20378,VA094SP00,VA094SP00,State Police: Washington County,State Police: Washington County,4,State Police,,,,,51,VA,3029,Washington,51191,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,24210,36.747831,-81.950316
20090,VA0160000,VA0160000,Campbell County Sheriff's Office,Campbell,2,County,,,,,51,VA,2920,Campbell,51031,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,50160,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,12,10,,,,2016,59,9,24588,37.210151,-79.095428
20264,VA0690000,VA0690000,Page County Sheriff's Office,Page,2,County,,,,,51,VA,2994,Page,51139,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,14886,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,10,,,,2016,55,17,22835,38.623751,-78.490471
20071,VA0090200,VA0090200,Special County Police Department/Hot Springs,Special County Police Department/Hot Springs,5,Other,,,11065,Hot Springs,51,VA,2910,Bath,51017,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2014,2012,0,8D,"Non-MSA counties under 10,000",L,N,N,0,0,0,20070,VA0090000,Bath,1977,5,3,24445,38.068988,-79.732898
20232,VA0580500,VA0580500,South Hill Police Department,South Hill,1,City,,,11124,South Hill,51,VA,2982,Mecklenburg,51117,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,4515,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,16,2,23970,36.687256,-78.368959
20198,VA0490000,VA0490000,King George County Sheriff's Office,King George,2,County,,,,,51,VA,2968,King George,51099,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,25745,8B,"Non-MSA counties from 25,000 thru 99,999",L,N,N,12,12,10,,,,2016,40,18,22485,38.277179,-77.162702
20469,VA1240000,VA1240000,South Boston Police Department,South Boston,1,City,,,11123,South Boston,51,VA,2957,Halifax,51083,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,7948,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,28,3,24592,36.766461,-78.939614
20051,VA0020300,VA0020300,Albemarle County Police Department,Albemarle County Police Department,2,County,,,,,51,VA,2902,Albemarle,51003,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1984,,2016,2013,2016,105569,9A,"MSA counties 100,000 or over",L,Y,N,12,12,10,,,,2016,128,28,22902,38.024184,-78.553506
20294,VA075S100,VA075S100,State Police: Manassas,State Police: Manassas,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1978,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,4,,,,2016,1,0,20112,38.747172,-77.484536
20305,VA079SP00,VA079SP00,State Police: Richmond County,State Police: Richmond County,4,State Police,,,,,51,VA,3007,Richmond,51159,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,6,,,,2016,1,0,23261,37.942894,-76.730561
20450,VA1180000,VA1180000,Norton Police Department,Norton,1,City,,,11093,Norton,51,VA,2991,Norton City,51720,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,4037,6,"Cities from 2,500 thru 9,999",M,N,N,12,12,10,,,,2016,17,8,24273,36.931549,-82.625996
20256,VA0670100,VA0670100,Blackstone Police Department,Blackstone,1,City,,,10997,Blackstone,51,VA,2992,Nottoway,51135,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,3538,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,9,3,23824,37.143695,-78.052162
20312,VA0810000,VA0810000,Rockbridge County Sheriff's Office,Rockbridge,2,County,,,,,51,VA,3011,Rockbridge,51163,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,21165,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,10,,,,2016,37,3,24450,37.814517,-79.447754
20137,VA0300200,VA0300200,Warrenton Police Department,Warrenton,1,City,,,11138,Warrenton,51,VA,2943,Fauquier,51061,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,9981,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,24,2,20186,38.744103,-77.821585
20133,VA0290500,VA0290500,Northern Virginia Community College,Northern Virginia Community College,3,University or College,,431,,,51,VA,2940,Fairfax,51059,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1991,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,45,12,22003,38.833742,-77.276117
20119,VA0260200,VA0260200,Haysi Police Department,Haysi,1,City,,,11060,Haysi,51,VA,2936,Dickenson,51051,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,475,7,"Cities under 2,500",L,N,N,12,12,9,,,,2016,2,0,24256,37.137081,-82.349208
20240,VA0600400,VA0600400,Virginia Polytechnic Institute and State University,Virginia Polytechnic Institute and State University,3,University or College,,862,,,51,VA,2984,Montgomery,51121,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,47,17,24061,37.174884,-80.387314
20208,VA0520100,VA0520100,Jonesville Police Department,Jonesville,1,City,,,11069,Jonesville,51,VA,2971,Lee,51105,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1970,,2016,2013,2016,977,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,4,0,24263,36.701721,-83.130112
20123,VA0270200,VA0270200,McKenney Police Department,McKenney,1,City,,,11084,McKenney,51,VA,2937,Dinwiddie,51053,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1981,,2016,2014,2008,475,7,"Cities under 2,500",L,Y,N,0,0,0,20122,VA0270000,Dinwiddie,2007,1,0,23872,37.073498,-77.635492
20390,VA096SP00,VA096SP00,State Police: Wise County,State Police: Wise County,4,State Police,,,,,51,VA,3034,Wise,51195,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,1,0,24293,36.974561,-82.62156
20097,VA0180000,VA0180000,Carroll County Sheriff's Office,Carroll,2,County,,,,,51,VA,2922,Carroll,51035,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,26771,8B,"Non-MSA counties from 25,000 thru 99,999",L,N,N,12,12,10,,,,2016,36,6,24343,36.731951,-80.727838
20168,VA0390000,VA0390000,Greene County Sheriff's Office,Greene,2,County,,,,,51,VA,2955,Greene,51079,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,19127,9C,"MSA counties from 10,000 thru 24,999",L,Y,N,12,12,10,,,,2016,25,17,22973,38.297981,-78.470163
20228,VA0580000,VA0580000,Mecklenburg County Sheriff's Office,Mecklenburg,2,County,,,,,51,VA,2982,Mecklenburg,51117,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,22238,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,10,,,,2016,50,2,23917,36.687256,-78.368959
20339,VA0850300,VA0850300,Woodstock Police Department,Woodstock,1,City,,,11149,Woodstock,51,VA,3016,Shenandoah,51171,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,5257,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,16,2,22664,38.856204,-78.573987
20231,VA0580400,VA0580400,La Crosse Police Department,La Crosse,1,City,,,11072,La Crosse,51,VA,2982,Mecklenburg,51117,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1990,,2016,2013,2016,588,7,"Cities under 2,500",L,N,N,12,12,7,,,,2016,1,0,23950,36.687256,-78.368959
20227,VA057SP00,VA057SP00,State Police: Mathews County,State Police: Mathews County,4,State Police,,,,,51,VA,2981,Mathews,51115,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,6,,,,2016,1,0,23061,37.425348,-76.268808
20355,VA088SP00,VA088SP00,State Police: Spotsylvania County,State Police: Spotsylvania County,4,State Police,,,,,51,VA,3020,Spotsylvania,51177,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,1,0,22408,38.182311,-77.65628
20353,VA087SP00,VA087SP00,State Police: Southampton County,State Police: Southampton County,4,State Police,,,,,51,VA,3019,Southampton,51175,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,1,0,23837,36.720173,-77.103856
20321,VA0820300,VA0820300,Dayton Police Department,Dayton,1,City,,,11032,Dayton,51,VA,3012,Rockingham,51165,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,1587,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,6,1,22821,38.511257,-78.876307
20381,VA095SP00,VA095SP00,State Police: Westmoreland County,State Police: Westmoreland County,4,State Police,,,,,51,VA,3031,Westmoreland,51193,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,6,,,,2016,1,0,22572,38.109238,-76.804073
20337,VA0850100,VA0850100,Edinburg Police Department,Edinburg,1,City,,,11035,Edinburg,51,VA,3016,Shenandoah,51171,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,1071,7,"Cities under 2,500",L,N,N,0,0,8,20336,VA0850000,Shenandoah,2014,2,0,22824,38.856204,-78.573987
20467,VA1230200,VA1230200,Virginia Western Community College,Virginia Western Community College,3,University or College,,864,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1988,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,9,,,,2016,9,0,24015,37.278458,-79.958174
20217,VA0540100,VA0540100,Louisa Police Department,Louisa,1,City,,,11077,Louisa,51,VA,2974,Louisa,51109,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,1623,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,6,0,23093,37.971681,-77.959178
20380,VA0950100,VA0950100,Colonial Beach Police Department,Colonial Beach,1,City,,,11024,Colonial Beach,51,VA,3031,Westmoreland,51193,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,3542,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,10,1,22443,38.109238,-76.804073
20140,VA0310100,VA0310100,Floyd Police Department,Floyd,1,City,,,11042,Floyd,51,VA,2944,Floyd,51063,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1980,,2016,2014,1985,436,7,"Cities under 2,500",L,Y,N,0,0,0,20139,VA0310000,Floyd,1982,1,0,24091,36.931438,-80.350309
20419,VA107SP00,VA107SP00,State Police: Danville,State Police: Danville,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1976,,2016,2013,2016,0,7,"Cities under 2,500",L,N,N,12,12,7,,,,2016,1,0,24541,36.583334,-79.408071
20110,VA0230000,VA0230000,Craig County Sheriff's Office,Craig,2,County,,,,,51,VA,2932,Craig,51045,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,5235,9D,"MSA counties under 10,000",L,Y,N,12,12,9,,,,2016,10,5,24127,37.473129,-80.231734
20334,VA0840200,VA0840200,Weber City Police Department,Weber City,1,City,,,11142,Weber City,51,VA,3015,Scott,51169,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1981,,2016,2013,2016,1264,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,4,0,24290,36.712778,-82.613627
20043,VA0010100,VA0010100,Chincoteague Police Department,Chincoteague,1,City,,,11017,Chincoteague,51,VA,2901,Accomack,51001,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,2907,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,10,4,23336,37.765944,-75.757807
20195,VA047SP00,VA047SP00,State Police: James City County,State Police: James City County,4,State Police,,,,,51,VA,2966,James City,51095,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,7,,,,2016,1,0,23187,37.324427,-76.778319
20276,VA0720000,VA0720000,Powhatan County Sheriff's Office,Powhatan,2,County,,,,,51,VA,3000,Powhatan,51145,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,28466,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,12,10,,,,2016,42,19,23139,37.549404,-77.912855
20261,VA0680100,VA0680100,Orange Police Department,Orange,1,City,,,11097,Orange,51,VA,2993,Orange,51137,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,4947,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,14,2,22960,38.250439,-78.00998
20453,VA1190200,VA1190200,Virginia State University,Virginia State University,3,University or College,,863,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1989,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,21,13,23806,37.20473,-77.392368
20309,VA0800300,VA0800300,Roanoke County Police Department,Roanoke County Police Department,2,County,,,,,51,VA,3009,Roanoke,51161,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1990,,2016,2013,2016,85660,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,12,10,,,,2016,141,14,24019,37.331077,-80.19011
20042,VA0010000,VA0010000,Accomack County Sheriff's Office,Accomack,2,County,,,,,51,VA,2901,Accomack,51001,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,26257,8B,"Non-MSA counties from 25,000 thru 99,999",L,N,N,12,12,10,,,,2016,57,11,23301,37.765944,-75.757807
20433,VA1120000,VA1120000,Harrisonburg Police Department,Harrisonburg,1,City,,,11058,Harrisonburg,51,VA,2960,Harrisonburg City,51660,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,53226,3,"Cities from 50,000 thru 99,000",M,N,Y,12,12,10,,,,2016,95,18,22802,38.431669,-78.876027
20267,VA0690300,VA0690300,Stanley Police Department,Stanley,1,City,,,11125,Stanley,51,VA,2994,Page,51139,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,1659,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,3,0,22851,38.623751,-78.490471
20436,VA113SP00,VA113SP00,State Police: Hopewell,State Police: Hopewell,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1976,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,6,,,,2016,1,0,23860,37.29101,-77.298944
20320,VA0820200,VA0820200,Broadway Police Department,Broadway,1,City,,,11004,Broadway,51,VA,3012,Rockingham,51165,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1999,,2016,2013,2016,3803,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,10,,,,2016,5,0,22815,38.511257,-78.876307
20100,VA0190000,VA0190000,Charles City County Sheriff's Office,Charles City,2,County,,,,,51,VA,2923,Charles City,51036,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,6946,9D,"MSA counties under 10,000",L,Y,N,12,12,10,,,,2016,10,6,23030,37.361054,-77.05417
20254,VA066SP00,VA066SP00,State Police: Northumberland County,State Police: Northumberland County,4,State Police,,,,,51,VA,2990,Northumberland,51133,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,6,,,,2016,1,0,22572,37.856974,-76.379687
20315,VA0810300,VA0810300,Virginia Military Institute,Virginia Military Institute,3,University or College,,861,,,51,VA,3011,Rockbridge,51163,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1999,,2016,2013,2016,0,7,"Cities under 2,500",L,N,N,12,12,9,,,,2016,11,1,24450,37.782332,-79.44432
20265,VA0690100,VA0690100,Luray Police Department,Luray,1,City,,,11078,Luray,51,VA,2994,Page,51139,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,4842,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,12,1,22835,38.623751,-78.490471
20349,VA0870100,VA0870100,Franklin Police Department,Franklin,1,City,,,11043,Franklin,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,2000,2016,2014,2000,0,7,"Cities under 2,500",L,N,N,0,0,0,20421,VA1085000,Franklin,1994,23,9,23851,36.684014,-76.941396
20464,VA1221000,VA1221000,Department of Conservation and Recreation,Department of Conservation and Recreation,6,Other State Agency,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,2001,,2016,2013,,0,7,"Cities under 2,500",L,Y,N,10,10,9,,,,2016,104,145,23219,37.531399,-77.476009
20462,VA1220400,VA1220400,Richmond International Airport,Richmond International Airport,5,Other,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1996,,2016,2013,2016,0,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,26,8,23250,37.531399,-77.476009
20209,VA0520200,VA0520200,Pennington Gap Police Department,Pennington Gap,1,City,,,11101,Pennington Gap,51,VA,2971,Lee,51105,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1981,,2016,2013,2016,1812,7,"Cities under 2,500",L,N,N,12,12,9,,,,2016,8,1,24277,36.701721,-83.130112
20285,VA074SP00,VA074SP00,State Police: Prince George County,State Police: Prince George County,4,State Police,,,,,51,VA,3002,Prince George,51149,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,9,,,,2016,1,0,23885,37.187325,-77.220993
20177,VA0420000,VA0420000,Hanover County Sheriff's Office,Hanover,2,County,,,,,51,VA,2959,Hanover,51085,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,94798,9B,"MSA counties from 25,000 thru 99,999",L,Y,N,12,12,10,,,,2016,237,17,23069,37.760165,-77.490992
20083,VA0130100,VA0130100,Lawrenceville Police Department,Lawrenceville,1,City,,,11073,Lawrenceville,51,VA,2916,Brunswick,51025,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1975,,2016,2013,2016,1009,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,6,0,23868,36.764531,-77.860916
20392,VA0970100,VA0970100,Wytheville Police Department,Wytheville,1,City,,,11150,Wytheville,51,VA,3035,Wythe,51197,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,8114,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,29,10,24382,36.901471,-81.084209
20452,VA1190000,VA1190000,Petersburg Police Department,Petersburg,1,City,,,11102,Petersburg,51,VA,2996,Petersburg City,51730,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,32647,4,"Cities from 25,000 thru 49,999",M,Y,N,12,12,10,,,,2016,93,27,23803,37.20473,-77.392368
20131,VA0290300,VA0290300,Vienna Police Department,Vienna,1,City,,,11135,Vienna,51,VA,2940,Fairfax,51059,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,16640,5,"Cities from 10,000 thru 24,999",L,Y,N,12,12,9,,,,2016,37,11,22180,38.833742,-77.276117
20383,VA0960100,VA0960100,Appalachia Police Department,Appalachia,1,City,,,10990,Appalachia,51,VA,3034,Wise,51195,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,1668,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,5,0,24216,36.974561,-82.62156
20428,VA110SP00,VA110SP00,State Police: Galax,State Police: Galax,4,State Police,,,,,51,VA,3668,,,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1976,,2016,2013,2016,0,7,"Cities under 2,500",L,N,N,12,12,5,,,,2016,1,0,24333,36.66564,-80.914308
20456,VA1200000,VA1200000,Portsmouth Police Department,Portsmouth,1,City,,,11105,Portsmouth,51,VA,2999,Portsmouth City,51740,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,95877,3,"Cities from 50,000 thru 99,000",M,N,Y,12,12,10,,,,2016,231,81,23704,36.85943,-76.356269
20335,VA084SP00,VA084SP00,State Police: Scott County,State Police: Scott County,4,State Police,,,,,51,VA,3015,Scott,51169,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1973,,2016,2013,2016,0,9D,"MSA counties under 10,000",L,Y,N,12,12,7,,,,2016,1,0,24201,36.712778,-82.613627
20235,VA0590300,VA0590300,Urbanna Police Department,Urbanna,1,City,,,11133,Urbanna,51,VA,2983,Middlesex,51119,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1983,,2016,2014,2009,464,7,"Cities under 2,500",L,N,N,0,0,0,20234,VA0590000,Middlesex,1993,1,0,23175,37.606975,-76.528082
20414,VA1060000,VA1060000,Covington Police Department,Covington,1,City,,,11027,Covington,51,VA,2931,Covington City,51580,A,23396,VAUCR0001,Virginia State Police Criminal Justice Information Services Division,VA,1960,,2016,2013,2016,5750,6,"Cities from 2,500 thru 9,999",M,N,N,12,12,10,,,,2016,17,10,24426,37.778143,-79.986039
